name,link,city,price,bedroom,bathroom,parkingarea,surfacearea,buildingarea
Rumah Cantik Minimalist di dalam Cluster Exclusive di Dago Bandung Utara,https://www.rumah123.com/properti/bandung/hos8103631/,Bandung,"2,25 Miliar",3,2,0,150,150
Rumah Dekat Kampus UI di Beji Depok,https://www.rumah123.com/properti/depok/hos8293259/,Depok,785 Juta,3,2,0,54,52
Brand New House dengan konsep Modern minimalis Harga Ekonomis,https://www.rumah123.com/properti/depok/hos9711761/,Depok,"1,97 Miliar",4,3,2,120,160
Rumah Cantik dengan Sirkulasi udara Bagus di Cinere,https://www.rumah123.com/properti/depok/hos9442184/,Depok,"2,7 Miliar",4,4,2,240,308
Rumah harga terjangkau luas 115 m2 dengan suasana aman dan nyaman,https://www.rumah123.com/properti/depok/hos9646021/,Depok,"1,9 Miliar",1,1,1,115,100
Rumah Baru Murah Cluster Exclusive 2LT Anti Gempa dan Banjir Di Jatiasih Bekasi,https://www.rumah123.com/properti/bekasi/hos9668006/,Bekasi,"1,35 Miliar",3,3,1,72,70
"Rumah Cantik,Bangunan Baru dan Bebas Banjir",https://www.rumah123.com/properti/bogor/hos9665022/,Bogor,"1,81 Miliar",3,3,1,84,121
"Brand New House di Cinere, Gandul dekat Tol Brigif",https://www.rumah123.com/properti/depok/hos9247141/,Depok,"1,26 Miliar",3,3,1,90,106
Rumah Di Komplek Nyaman Lingkungan Nyaman Harga Terjangkau Di Cinere,https://www.rumah123.com/properti/depok/hos9839612/,Depok,"1,65 Miliar",3,4,2,100,140
Rumah Baru Kolmas Regency Cimahi Bandung,https://www.rumah123.com/properti/cimahi/hos9609440/,Cimahi,909 Juta,2,1,1,45,105
Rumah 2 Lantai Paradise Regency Antapani,https://www.rumah123.com/properti/bandung/hos9609498/,Bandung,"1,1 Miliar",3,2,1,73,71
Rumah Hunian Komplek Cipageran Cimahi,https://www.rumah123.com/properti/cimahi/hos9539790/,Cimahi,"2,5 Miliar",4,3,1,134,230
Rumah Baru Casa Grande Setraduta,https://www.rumah123.com/properti/bandung/hos9479576/,Bandung,"3,45 Miliar",4,3,2,129,185
Rumah di Batununggal Asih,https://www.rumah123.com/properti/bandung/hos9449391/,Bandung,"2,3 Miliar",3,3,2,130,150
Rumah Baru di Setra Duta Hegarmanah,https://www.rumah123.com/properti/bandung/hos9571048/,Bandung,"2,55 Miliar",3,3,0,105,156
Dijual Murah ! Rumah 2Lantai View lngsng Hadap taman,https://www.rumah123.com/properti/bekasi/hos9666087/,Bekasi,"1,35 Miliar",3,2,1,77,66
Rumah minimalis modern di Bandung harga paling murah kualitas terjamin,https://www.rumah123.com/properti/bandung/hos9606523/,Bandung,165 Juta,2,1,1,70,50
Rumah Cantik Asri & Minimalis,https://www.rumah123.com/properti/bandung/hos8373658/,Bandung,200 Juta,2,1,0,50,30
rumah idaman minimalis syariah,https://www.rumah123.com/properti/bandung/hos7896810/,Bandung,200 Juta,3,1,0,70,50
Rumah syariah minimalis,https://www.rumah123.com/properti/bandung/hos7896897/,Bandung,230 Juta,3,1,0,74,50
RUMAH MINIMALIST MODERN SYARIAH,https://www.rumah123.com/properti/bandung/hos7483532/,Bandung,169 Juta,2,1,0,50,36
RUMAH CANTIK MINIMALIS SYARIAH,https://www.rumah123.com/properti/bandung/hos8104984/,Bandung,380 Juta,3,2,0,120,70
RUMAH CANTIK HARGA MURAH,https://www.rumah123.com/properti/bandung/hos8391087/,Bandung,300 Juta,2,1,1,70,50
RUMAH IDAMAN SYARIAH,https://www.rumah123.com/properti/bandung/hos8921691/,Bandung,249 Juta,2,1,1,80,50
rumah mewah minimalis syariah,https://www.rumah123.com/properti/bandung/hos7896834/,Bandung,400 Juta,3,2,0,120,76
Rumah cantik di jatiasih bekasi,https://www.rumah123.com/properti/bekasi/hos9656310/,Bekasi,"1,4 Miliar",2,2,2,270,100
Rumah Mewah Rosalie Hills Cipageran Cimahi,https://www.rumah123.com/properti/cimahi/hos9407243/,Cimahi,"1,09 Miliar",3,2,1,120,76
"Rumah Apik di Bukit Novo, Depok, Pancoran Mas. Dkt ke Jl Margonda Raya",https://www.rumah123.com/properti/depok/hos9615197/,Depok,"1,57 Miliar",3,2,2,250,150
HUNIAN MINIMALIS MODERN KONSEP BALI PREMIUM  TERLARIS DI SETU - BEKASI,https://www.rumah123.com/properti/bekasi/hos9615643/,Bekasi,452 Juta,2,1,0,75,42
Rumah di Cluster Aralia Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9543305/,Bekasi,"1,75 Miliar",3,2,1,160,125
Rumah di Cluster Taman Sari Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9592580/,Bekasi,1 Miliar,2,1,1,112,112
Rumah TKI 1,https://www.rumah123.com/properti/bandung/hos9119445/,Bandung,750 Juta,3,2,1,147,113
Rumah Murah Mewah dkt Stasiun Bojonggede CCM Siap Huni,https://www.rumah123.com/properti/bogor/hos1847582/,Bogor,350 Juta,2,1,0,61,48
Rumah 2 lantai CLUSTER STRATEGIS Pinggir Jalan Curug Agung TANAH BARU Dekat Pintu TOL Desari MURAH,https://www.rumah123.com/properti/depok/hos9203564/,Depok,700 Juta,3,2,1,72,90
Rumah Nyaman CLUSTER STRATEGIS Dekat Mall DTC MAHARAJA Rangkapan Jaya Panmas Dan PINTU TOL Desari,https://www.rumah123.com/properti/depok/hos9600550/,Depok,375 Juta,2,1,1,60,36
rumah ready di lokasi strategis dekat tol,https://www.rumah123.com/properti/bandung/hos7788620/,Bandung,150 Juta,2,1,0,60,40
rumah Nyaman  terjangkau,https://www.rumah123.com/properti/bandung/hos7777780/,Bandung,150 Juta,2,1,0,42,30
"Rumah di Cileungsi Posisi Hoek, Kualitas Top",https://www.rumah123.com/properti/bogor/hos9546682/,Bogor,268 Juta,2,1,1,120,26
"Rumah Keluarga di Cileungsi, Perumahan Elite Kualitas Luar Biasa",https://www.rumah123.com/properti/bogor/hos9633605/,Bogor,374 Juta,2,1,1,72,36
hunian nyaman untuk keluarga anda pembayaran syariah langsung,https://www.rumah123.com/properti/bandung/hos7869288/,Bandung,480 Juta,3,2,0,100,80
Hunian nyaman untuk keluarga anda gaya modern,https://www.rumah123.com/properti/bandung/hos7869342/,Bandung,280 Juta,2,1,0,70,50
Hunian nyaman untuk keluarga,https://www.rumah123.com/properti/bandung/hos9043645/,Bandung,300 Juta,3,1,0,70,50
Hunian nyaman untuk keluarga dengan konsep free design sesuai dengan kebutuhan keluarga,https://www.rumah123.com/properti/bandung/hos9659540/,Bandung,450 Juta,3,2,1,120,80
rumah minimalis strategis,https://www.rumah123.com/properti/depok/hos8634770/,Depok,"1,65 Miliar",3,2,0,105,150
Rumah Komplek Graha Puragabaya Bandung,https://www.rumah123.com/properti/bandung/hos9836751/,Bandung,"1,75 Miliar",4,3,1,148,200
"Sentul city,bogor",https://www.rumah123.com/properti/bogor/hos9718052/,Bogor,950 Juta,2,1,1,126,60
Rumah Siap huni di Taman Kopo Indah 2,https://www.rumah123.com/properti/bandung/hos9384584/,Bandung,"2,8 Miliar",4,6,2,240,300
YUK MILIKI RUMAH IMPIAN DENGAN HARGA MIRING!! (HARAPAN INDAH) 12755 FD,https://www.rumah123.com/properti/bekasi/hos9534753/,Bekasi,"1,1 Miliar",3,3,1,94,135
SEGERA MILIKI ! RUMAH MEWAH HARGA TERMURAH!! (HARAPAN INDAH) 12692 FD,https://www.rumah123.com/properti/bekasi/hos9538314/,Bekasi,"1,6 Miliar",4,3,1,131,225
rumah baru sistem cluster pinggir jalan raya,https://www.rumah123.com/properti/bandung-barat/hos8807878/,Bandung Barat,398 Juta,2,1,0,104,30
Rumah Baru Sitem Cluster Pinggir Jalan Raya tipe 21,https://www.rumah123.com/properti/bandung-barat/hos8811952/,Bandung Barat,462 Juta,1,1,0,104,21
"Rumah Murah Luas Posisi Hook di Jatihandap dkt Surapati Core, Saung Udjo",https://www.rumah123.com/properti/bandung/hos9672356/,Bandung,"1,05 Miliar",2,1,1,150,45
Rumah mewah di Depok kualitas terbaik,https://www.rumah123.com/properti/depok/hos9754342/,Depok,300 Juta,2,1,1,70,45
RUMAH SUBSIDI BERKUALITAS DI PURWADADI SUBANG,https://www.rumah123.com/properti/subang/hos9528438/,Subang,150 Juta,2,1,1,60,30
Rumah Baru Termurah Lepas Cepat Cluster Asera 1 South Harapan Indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9327260/,Bekasi,"2,2 Miliar",3,3,1,144,157
Rumah Murah 2 Lt Lepas Cepat dan BU Perumahan Permata Bekasi 1 Timur,https://www.rumah123.com/properti/bekasi/hos9549799/,Bekasi,"1,05 Miliar",4,2,1,128,175
Rumah Cantik Asri Dan Minimalis Khusus Cash,https://www.rumah123.com/properti/bandung/hos7304990/,Bandung,311 Juta,2,1,0,70,50
rumah termurah siap huni di legenda wisata Cibubur,https://www.rumah123.com/properti/bogor/hos9609534/,Bogor,2 Miliar,4,3,1,180,160
Rumah Baru Design Nuansa Bali di Cijambe Pasirjati Cilengkrang Bandung Harga Di Bawah Pasaran,https://www.rumah123.com/properti/bandung/hos9714091/,Bandung,579 Juta,2,2,1,72,55
RUMAH BARU SAYAP BATUNUNGGAL LOKASI STRATEGIS DAN BEBAS BANJIR,https://www.rumah123.com/properti/bandung/hos9714074/,Bandung,"1,75 Miliar",4,3,2,100,150
Di  rumah lokasi karawang kota,https://www.rumah123.com/properti/karawang/hos9310834/,Karawang,700 Juta,2,1,0,100,60
Rumah murah bandung selatan..lokasi pinggir jalan raya bandung,https://www.rumah123.com/properti/bandung/hos9519767/,Bandung,165 Juta,2,1,1,36,50
Rumah Minimalis Modern 2 Lantai di Antapani,https://www.rumah123.com/properti/bandung/hos9702274/,Bandung,"1,6 Miliar",4,4,0,134,130
Rumah Grand Cikarang City,https://www.rumah123.com/properti/bekasi/hos9749637/,Bekasi,350 Juta,2,1,1,72,54
"Rumah Lokasi Emas, 2Km ke Tol Cibubur, Jl kaki ke Stasiun LRT, KPR Ready",https://www.rumah123.com/properti/depok/hos8352637/,Depok,"1,4 Miliar",3,3,0,127,90
Rumah seccoundary dalam kavling luas tanah besar dengan akses 2 mobil lebar dekat tol dan strategis di jatiwaringin pondok gede  bekasi  jawa barat,https://www.rumah123.com/properti/bekasi/hos9508660/,Bekasi,"2,5 Miliar",3,2,2,240,180
cepat siap huni  rumah minimalis mewah lokasi strategis di jatiwaringin,https://www.rumah123.com/properti/bekasi/hos7992362/,Bekasi,"3,3 Miliar",3,3,0,242,220
Rumah 2 Lantai di Kawasan Elite Karawang,https://www.rumah123.com/properti/karawang/hos9855690/,Karawang,"1,26 Miliar",2,2,1,91,81
cepat rumah di jatibening estate Bekasi,https://www.rumah123.com/properti/bekasi/hos8895682/,Bekasi,"1,3 Miliar",3,2,1,100,150
cepat rumah 2 lantai termurah di harapan indah Bekasi,https://www.rumah123.com/properti/bekasi/hos9806014/,Bekasi,900 Juta,3,3,1,110,180
Rumah Nyaman Free Biaya Dekat Tol Jagorawi,https://www.rumah123.com/properti/bekasi/hos9587541/,Bogor,650 Juta,2,1,0,82,54
"RUMAH BARU MINIMALIS DUA LANTAI DI CLUSTER ANTAPANI, DEKAT TERUSAN JAKARTA, ANTAPANI, KOTA BANDUNG",https://www.rumah123.com/properti/bandung/hos9261229/,Bandung,"1,5 Miliar",4,4,0,134,126
Rumah Murah 2 Lantai Dekat Pintu Tol Cibubur,https://www.rumah123.com/properti/bekasi/hos8948557/,Bekasi,730 Juta,3,2,0,60,60
Rumah Asri Terawat Antapani Bandung Timur,https://www.rumah123.com/properti/bandung/hos9667811/,Bandung,"1,75 Miliar",3,2,1,151,250
rumah cilengsi BOGOR,https://www.rumah123.com/properti/bogor/hos9565415/,Bogor,950 Juta,3,2,1,108,162
Unit terakhir Rumah 2 lantai bangunan baru di Cijagra Buah batu,https://www.rumah123.com/properti/bandung/hos9657520/,Bandung,"2,57 Miliar",4,4,1,150,170
Rumah Murah dan Nyaman di Pusat Karawang,https://www.rumah123.com/properti/karawang/hos9855651/,Karawang,531 Juta,2,1,1,66,35
"Rumah murah parung panjang, rumah murah daerah parung panjang, rumah dp murah di parung panjang, rumah murah di parung panjang",https://www.rumah123.com/properti/bogor/hos9499802/,Bogor,373 Juta,2,1,1,99,36
Dijual rumah murah dekat jangle lands Sentul city,https://www.rumah123.com/properti/bogor/hos9553775/,Bogor,785 Juta,2,1,0,105,50
"RUMAH SIAP HUNI DIBUKIT CIMANGGU CITY, ACCESS TOL LANGSUNG JAKARTA, LOKASI SANGAT STRATEGIS",https://www.rumah123.com/properti/bogor/hos9298387/,Bogor,"1,7 Miliar",2,1,0,180,100
Rumah Murah Berkualitas Dekat Tol DESARI,https://www.rumah123.com/properti/bogor/hos9707872/,Bogor,800 Juta,3,2,1,70,55
Setra Duta Casa Victoria,https://www.rumah123.com/properti/bandung/hos9205622/,Bandung,"2,65 Miliar",3,2,0,76,225
Rumah Siap Huni dikawasan Sejuk Cinere Depok,https://www.rumah123.com/properti/depok/hos9660768/,Depok,"1,4 Miliar",4,2,0,150,100
RUMAH DI KOMPLEK ALAMANDA TUBAGUS ISMAIL BANDUNG,https://www.rumah123.com/properti/bandung/hos8665978/,Bandung,"3,3 Miliar",4,2,0,253,175
Rumah Jepang kolam renang di cihanjuang Bandung,https://www.rumah123.com/properti/bandung/hos7825148/,Bandung,975 Juta,2,2,1,152,50
"Rumah mezzanine di Buahbatu dkt Transmart, STT Telkom",https://www.rumah123.com/properti/bandung/hos9624380/,Bandung,440 Juta,2,1,1,80,48
"Rumah Siap huni di Padasuka Bandung dekat Cicadas, cicaheum, suci",https://www.rumah123.com/properti/bandung/hos9639659/,Bandung,695 Juta,2,1,1,100,45
Rumah ready Green View3 sawangan harga terjangkau,https://www.rumah123.com/properti/depok/hos9632200/,Depok,346 Juta,2,1,1,84,36
Rumah 2 Lantai Ready Tinggal AJB Full Balkon Shm,https://www.rumah123.com/properti/banjar/hos9661208/,Banjar,995 Juta,3,3,0,96,80
Rumah 2 Lantai Cluster Akses Toll Cimanggis Bebas Banjir,https://www.rumah123.com/properti/bogor/hos8647727/,Bogor,"1,4 Miliar",3,3,2,150,100
Rumah mewah dan minimalis andir di bandung kota dekat bandara dan rumah sakit,https://www.rumah123.com/properti/bandung/hos9312771/,Bandung,"1,31 Miliar",3,2,0,45,60
Rumah cantik dan minimalis tengah kota dekat RS rajawali dan pasar andir bandung kota.,https://www.rumah123.com/properti/bandung/hos9312821/,Bandung,"1,33 Miliar",3,2,0,45,60
RUMAH MURAH IDAMAN MINIMALIS SYARIAH di BANDUNG,https://www.rumah123.com/properti/bandung/hos7748401/,Bandung,245 Juta,3,2,0,70,50
""" Town House Andir Bandung cluster mewah &amp; elegant bergaya Real Estate, telah hadir di kota Bandung """,https://www.rumah123.com/properti/bandung/hos9455209/,Bandung,"1,42 Miliar",4,3,1,66,104
Rumah 2 lantai murah 20 menit ke pusat kota bogor harga nego,https://www.rumah123.com/properti/bogor/hos9131892/,Bogor,950 Juta,3,3,0,120,180
Rumah Siap Huni Dekat Pasar Induk Cibitung Bekasi,https://www.rumah123.com/properti/bekasi/hos9659344/,Bekasi,460 Juta,2,1,1,72,47
Rumah Cantik Siap Huni di Batununggal,https://www.rumah123.com/properti/bandung/hos7524378/,Bandung,2 Miliar,4,2,0,126,160
"Rumah Cantik Design Minimalis Harga Jauh Dibawah Pasaran Sekitar, Terletak Sangat Strategis!",https://www.rumah123.com/properti/bogor/hos8309530/,Bogor,560 Juta,3,2,0,80,45
Rumah  Di Kierana Indah Residence 2,https://www.rumah123.com/properti/bogor/hos9464600/,Depok,350 Juta,2,1,1,60,36
Rumah syariah siap huni,https://www.rumah123.com/properti/bandung/hos8044388/,Bandung,382 Juta,3,2,0,100,70
Rumah ari minimalis siap huni,https://www.rumah123.com/properti/bandung/hos8009060/,Bandung,166 Juta,2,1,0,40,30
Rumah murah dibandung dekat tol kopo,https://www.rumah123.com/properti/bandung/hos9571560/,Bandung,221 Juta,2,1,1,60,40
#Rumh berkualitas harga standar,https://www.rumah123.com/properti/bandung/hos9618792/,Bandung,135 Juta,2,1,1,55,36
Dijual Rumah 2 lantai strategis di Depok 2 hanya 10 menit pintu tol Cijago dan Margonda,https://www.rumah123.com/properti/depok/hos9264898/,Depok,870 Juta,3,2,2,71,61
Dijual murah rumah 2 lantai strategis Depok 2 hanya 10menit tol Margonda dan Cijago,https://www.rumah123.com/properti/depok/hos9264683/,Depok,749 Juta,2,2,2,51,60
Dijual murah rumah 2 lantai gaya bali akses jalan utama hanya 2km atau 5 menit pintu tol cijago,https://www.rumah123.com/properti/depok/hos9244534/,Depok,747 Juta,2,2,2,63,51
Rumah murah komplek mega cinere lokasi bagus,https://www.rumah123.com/properti/depok/hos8947297/,Depok,"1,7 Miliar",4,3,0,180,120
"Rumah Siap Huni di Cilodong Depok, Lokasi Strategis",https://www.rumah123.com/properti/depok/hos9650587/,Depok,500 Juta,2,1,1,77,40
Rumah ex Industri Taman Cibaduyut Indah Kota Bandung,https://www.rumah123.com/properti/bandung/hos8686942/,Bandung,"1,5 Miliar",1,3,0,181,300
"Rumah cantik dan murah, jalan raya pasir putih sawangan Depok",https://www.rumah123.com/properti/depok/hos9394724/,Depok,230 Juta,2,1,0,55,36
RUMAH DI BAWAH HARGA PASARAN DEKAT PINTU TOL,https://www.rumah123.com/properti/depok/hos8249459/,Depok,250 Juta,2,1,1,55,36
Rumah Minimalis Untuk Kaum Milenial,https://www.rumah123.com/properti/depok/hos7848411/,Depok,494 Juta,2,1,1,82,38
Dijual Cepat Rumah siap huni,https://www.rumah123.com/properti/bogor/hos9593761/,Bogor,750 Juta,3,2,0,96,70
Rumah tengah kota bandung? Ini dia komp.Dadali,https://www.rumah123.com/properti/bandung/hos8191386/,Bandung,"2,5 Miliar",3,2,0,220,110
"JUAL RUGI!! RUMAH FULL FURNISH SUMMARECON BANDUNG, HARGA NEGO",https://www.rumah123.com/properti/bandung/hos9655406/,Bandung,"1,69 Miliar",2,2,1,62,117
Rumah Baru SHM dgn Fasilitas Kolam Renang,https://www.rumah123.com/properti/bekasi/hos9647244/,Bekasi,450 Juta,2,1,0,60,36
Rumah Baru & Exclusive (Sertifikat Hak Milik),https://www.rumah123.com/properti/bekasi/hos9363205/,Bekasi,"1,1 Miliar",3,2,2,77,150
"Cluster Green Paradiso,Tanpa DP, Rumah ready,Strategis",https://www.rumah123.com/properti/bekasi/hos9152861/,Bekasi,500 Juta,2,1,0,73,45
Cluster Palm Hook Full Renovasi,https://www.rumah123.com/properti/bekasi/hos9315044/,Bekasi,"3,5 Miliar",3,3,2,217,250
: Rumah Minimalis Murah (BU) Cepat Bagus Siap Huni Lokasi di Lingkungan Perumahan Elite. Selangkah ke toll Bintara,https://www.rumah123.com/properti/bekasi/hos9605759/,Bekasi,890 Juta,2,1,1,90,70
Rumah Di  Daerah Sawangan,https://www.rumah123.com/properti/depok/hos9605164/,Depok,"2,2 Miliar",4,2,1,233,200
KELAPA NUNGGAL RESIDENCE,https://www.rumah123.com/properti/bandung/hos9588173/,Bandung,165 Juta,2,1,1,60,40
Rumah Di Sutera Sawangan alam sutera,https://www.rumah123.com/properti/depok/hos9425748/,Depok,"1,26 Miliar",3,3,2,84,75
Free Dp & Biaya Biaya ! Emerald Terrace Exclusive Premium Cluster @Jatiasih,https://www.rumah123.com/properti/bekasi/hos9580171/,Bekasi,900 Juta,2,2,1,60,51
Rumah siap huni di Pesona Bali City View - Parongpong Ciwaruga,https://www.rumah123.com/properti/bandung/hos8694109/,Bandung,"1,25 Miliar",4,2,0,105,150
Rumah BARU LUAS Semi Cluster Siap Huni STRATEGIS Di TANAH BARU Depok Dekat PINTU TOL Kukusan Cijago,https://www.rumah123.com/properti/depok/hos9423274/,Depok,750 Juta,2,1,2,100,45
Rumah cantik di bukit Dago,https://www.rumah123.com/properti/bogor/hos8273246/,Bogor,780 Juta,2,1,0,90,45
RUMAH MURAH MINIMALIS,https://www.rumah123.com/properti/bogor/hos9589078/,Bandung,190 Juta,2,1,1,50,30
Rumah Nyaman Eklusif 5 Menit Ke Stasiun Kereta di GDC Depok,https://www.rumah123.com/properti/depok/hos9601827/,Depok,802 Juta,3,2,1,76,66
RUMAH MINIMALIS SIAP HUNI FAVORIT MILENIAL DI PANCORAN MAS DEPOK,https://www.rumah123.com/properti/depok/hos9547435/,Depok,720 Juta,2,1,1,90,55
Rumah Minimalis Ekslusif Nyaman Strategis di Sukmajaya Depok (5 Menit Ke Stasiun Kereta),https://www.rumah123.com/properti/depok/hos9605849/,Depok,800 Juta,3,2,1,75,70
Rumah di Sariwangi dekat Pasteur Sarijadi Gerlong Ciwaruga Parongpong 30 Menit Lembang,https://www.rumah123.com/properti/bandung/hos9510361/,Bandung,693 Juta,3,2,2,61,50
Rumah Di Cangkuang Soreang Dekat Kampung Sawah Gandasari Nagrak,https://www.rumah123.com/properti/bandung/hos9542823/,Bandung,389 Juta,3,2,1,59,40
"Sakura Regency LT 128 LB 200, DIPASARKAN CEPAT &amp; SIAP NEGO !",https://www.rumah123.com/properti/bekasi/hos7820491/,Bekasi,"1,5 Miliar",3,2,0,128,200
